amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,online_transaction,international_transaction,merchant_risk_score,card_present,transaction_velocity,account_age_days,fraud
13.44,8,3.26,12.48,0,0,0.286,1,1,1375,0
7.01,23,23.79,25.02,0,0,0.449,0,3,1485,0
42.98,22,10.55,3.78,1,0,0.388,0,1,1392,0
32.02,18,9.84,7.56,0,0,0.395,1,2,628,0
20.26,23,45.85,5.18,1,1,0.366,0,2,1116,1
36.04,13,13.78,3.0,0,1,0.433,1,2,981,0
527.12,18,23.89,5.71,0,1,0.316,1,1,958,0
76.29,3,33.57,1.77,0,0,0.225,1,3,1175,0
94.58,7,18.16,1.44,1,0,0.26,1,0,1229,0
77.01,4,46.31,33.96,0,0,0.368,1,0,1694,0
145.4,22,4.44,2.61,0,0,0.344,1,1,1165,0
27.38,14,25.05,15.44,1,1,0.569,0,3,1104,1
4.24,22,67.57,42.75,1,0,0.134,1,5,1121,0
27.42,9,23.42,23.35,1,0,0.071,1,1,1753,0
74.57,9,2.39,14.93,0,0,0.457,0,2,235,0
12.56,16,25.75,17.25,1,1,0.462,1,2,1456,0
27.76,13,52.07,5.28,1,1,0.269,1,1,1196,1
16.58,8,12.72,23.8,0,0,0.172,0,3,941,1
148.71,7,12.58,36.43,1,0,0.04,1,1,1094,0
70.07,12,30.96,6.41,0,1,0.332,1,4,1630,0
63.53,1,26.81,1.35,0,1,0.275,1,2,1180,0
61.66,4,18.72,19.64,1,0,0.224,0,2,1204,0
31.9,1,9.01,52.42,1,1,0.118,0,3,910,1
40.35,3,11.5,2.97,1,0,0.478,1,6,1358,0
10.12,4,6.59,7.67,1,0,0.656,1,3,1375,0
3.72,1,2.05,4.87,1,0,0.464,1,1,30,1
38.48,1,42.65,11.01,0,0,0.079,1,2,1087,0
45.79,19,32.25,4.05,1,0,0.326,0,2,2190,0
110.97,4,29.85,7.4,0,0,0.509,1,2,1762,0
159.39,13,29.42,2.7,1,0,0.54,0,0,1488,0
159.17,2,14.85,0.48,1,0,0.217,1,3,952,0
12.21,22,13.16,8.25,0,0,0.209,1,1,1533,0
23.28,5,5.06,16.42,1,0,0.587,0,1,1082,1
53.53,17,34.32,1.87,1,0,0.425,1,1,89,0
416.51,15,96.11,46.18,1,0,0.372,0,3,879,1
145.49,18,24.89,14.03,1,0,0.384,1,2,195,0
101.43,15,38.07,5.29,0,1,0.273,1,2,911,0
22.47,12,38.19,26.93,1,0,0.222,0,3,2080,0
13.69,18,54.51,20.3,1,0,0.327,0,1,604,0
72.89,19,7.89,15.74,0,0,0.149,1,3,1375,0
11.02,9,3.33,10.6,1,0,0.12,1,2,232,0
26.09,22,21.06,5.45,1,0,0.287,1,0,1037,0
29.52,23,16.06,12.83,1,0,0.427,0,4,121,0
162.86,17,90.48,10.56,0,0,0.556,0,1,251,1
23.23,22,6.7,25.8,0,1,0.234,1,1,1262,0
2.89,2,66.86,14.73,1,0,0.414,1,0,832,0
54.84,12,16.2,6.65,1,0,0.069,0,0,864,0
16.46,15,5.89,6.53,0,0,0.084,0,5,908,0
34.56,22,58.27,3.91,1,0,0.125,1,2,30,0
30.37,2,8.02,11.11,1,0,0.474,1,0,686,0
25.19,19,38.25,5.75,0,0,0.599,1,0,898,0
72.99,1,21.57,2.15,1,0,0.114,0,3,1097,0
7.15,8,66.69,18.82,1,0,0.433,1,4,30,0
19.75,16,44.5,5.18,0,0,0.61,1,1,1420,0
65.63,6,15.83,7.04,1,0,0.482,0,1,376,1
17.92,20,58.49,30.22,1,0,0.071,1,3,1177,0
6.63,22,27.38,21.26,0,0,0.202,1,3,939,0
64.62,3,19.14,14.54,1,0,0.261,0,2,1383,0
101.81,6,21.19,11.0,0,0,0.259,0,2,1681,0
31.66,1,39.38,35.58,1,0,0.342,1,4,944,0
4.66,17,15.14,7.27,0,0,0.415,0,1,1039,0
67.09,21,11.59,4.04,0,0,0.427,1,2,30,0
6.3,14,9.2,25.71,1,0,0.173,1,1,519,0
45.1,3,24.62,14.56,1,0,0.13,1,1,421,0
13.63,4,9.85,3.11,1,1,0.43,1,3,870,1
10.38,0,39.81,14.59,0,1,0.317,0,3,871,0
21.29,11,14.82,1.38,0,1,0.304,1,2,847,0
27.57,17,29.07,21.73,0,0,0.075,1,1,1060,0
17.39,3,46.37,11.42,0,1,0.672,0,3,1983,1
59.66,20,55.67,13.01,1,0,0.16,0,0,1300,0
21.2,6,22.63,13.74,1,0,0.114,1,2,1221,0
88.25,12,1.67,14.4,0,0,0.297,0,1,922,0
43.87,16,1.83,8.66,0,0,0.055,0,1,930,0
16.48,12,39.02,9.56,1,0,0.341,0,4,1128,0
13.93,11,7.46,5.68,1,1,0.32,1,2,917,0
6.38,8,14.22,11.04,1,0,0.189,0,1,1784,0
44.29,10,43.39,8.69,0,0,0.463,1,1,497,0
23.23,5,11.73,10.1,0,0,0.161,1,1,1261,0
3.09,7,5.08,1.9,0,0,0.391,0,3,552,0
19.38,18,14.63,4.7,0,0,0.201,0,0,1114,0
13.45,21,33.57,7.84,1,0,0.366,1,2,1169,0
160.08,20,11.52,2.64,0,0,0.438,0,2,1117,0
6.03,7,30.12,0.87,1,0,0.241,0,3,808,0
7.84,7,5.27,11.04,1,0,0.388,1,2,298,0
100.48,1,8.93,2.97,0,0,0.234,1,1,729,0
128.61,6,14.82,4.71,0,0,0.275,1,3,1140,0
15.72,14,47.65,12.73,0,1,0.177,1,4,30,0
17.6,6,12.91,18.21,0,0,0.461,0,0,1088,0
61.33,17,11.25,5.88,1,0,0.315,1,1,774,0
3.23,1,11.29,21.72,1,0,0.364,1,1,276,0
5.15,9,30.1,26.29,1,0,0.244,0,3,983,0
25.01,6,36.07,8.27,1,0,0.407,0,7,1687,1
156.01,11,46.12,8.26,0,1,0.526,1,1,1476,0
21.42,0,74.21,4.42,1,0,0.238,0,1,479,0
36.63,10,24.75,10.32,1,0,0.242,1,2,1979,0
102.9,18,9.98,18.28,0,0,0.24,1,3,1194,0
272.29,20,16.68,24.82,0,0,0.31,0,0,1317,0
18.6,6,7.86,3.13,1,1,0.242,1,4,944,0
32.56,10,21.27,8.82,0,0,0.421,1,3,748,0
204.8,16,9.23,15.66,1,1,0.096,0,1,94,0
7.23,11,45.92,0.94,0,0,0.221,0,2,1693,0
92.53,13,23.25,0.01,1,0,0.276,1,2,1100,0
11.96,8,56.79,8.47,0,0,0.242,0,1,803,0
36.69,20,35.11,3.25,1,0,0.014,1,1,1478,0
25.98,15,32.74,2.7,0,0,0.348,0,3,1025,0
12.7,23,5.04,3.47,1,0,0.317,1,0,279,0
12.39,18,30.06,3.52,1,0,0.603,1,2,905,0
43.66,8,73.11,12.51,1,0,0.09,1,3,663,0
89.62,7,13.26,0.29,0,0,0.064,1,6,688,0
29.09,2,40.93,11.72,1,0,0.168,0,1,1672,0
35.52,14,3.53,6.28,1,1,0.434,0,1,1171,0
58.63,17,6.73,1.59,0,1,0.317,1,2,1294,0
12.53,8,17.69,14.56,0,0,0.148,1,1,1518,0
69.39,0,11.42,12.3,0,0,0.262,0,0,1265,0
75.14,19,9.1,3.87,0,1,0.04,0,2,1262,0
447.48,5,11.48,13.79,0,0,0.231,1,1,1221,0
22.73,13,27.58,23.38,0,0,0.25,1,1,991,0
20.95,1,41.3,0.39,1,0,0.255,1,0,996,1
71.45,1,29.39,2.77,1,0,0.095,1,1,554,0
75.12,21,30.7,16.82,1,0,0.538,0,3,749,1
19.39,16,18.34,7.33,0,0,0.171,0,0,1085,0
22.13,0,6.54,5.66,0,0,0.716,1,1,1028,0
56.89,2,17.15,15.86,1,1,0.097,0,4,579,0
14.47,11,21.71,4.76,0,1,0.641,1,0,832,0
21.97,16,42.65,16.11,1,1,0.13,1,2,738,0
36.22,10,63.19,2.12,0,0,0.112,1,1,1513,0
89.65,20,25.82,8.49,1,0,0.219,1,1,883,0
18.09,15,39.5,18.61,0,0,0.568,1,3,689,0
5.25,14,1.21,1.16,1,1,0.313,1,5,375,0
4.87,6,14.6,3.54,1,0,0.323,1,2,343,0
9.4,16,18.27,5.64,0,0,0.162,1,1,173,0
8.91,20,28.82,33.08,1,0,0.138,1,0,1186,0
28.37,1,64.25,11.18,1,0,0.339,1,1,334,0
10.09,17,24.62,1.67,1,0,0.416,0,4,386,0
16.4,21,2.98,37.25,1,0,0.203,1,2,30,0
15.27,10,30.98,30.8,1,1,0.138,0,5,579,0
21.32,18,13.67,10.42,1,0,0.232,1,2,48,0
124.28,8,28.73,45.51,1,0,0.263,1,3,100,0
64.2,4,32.92,4.4,1,0,0.332,1,0,1265,0
33.65,19,2.72,6.48,0,0,0.119,1,0,895,0
20.88,7,17.47,2.82,1,0,0.413,0,0,616,0
21.47,18,18.02,15.96,0,0,0.249,1,2,1356,0
45.96,7,24.39,40.17,0,0,0.189,1,0,748,0
59.39,9,9.79,20.76,0,0,0.111,1,1,261,0
13.36,16,7.33,3.14,0,0,0.815,1,4,1277,1
34.35,8,63.51,4.74,1,0,0.596,1,1,1241,0
4.34,19,22.47,18.73,1,0,0.295,1,1,467,0
40.92,0,8.13,3.01,0,0,0.317,1,2,604,0
70.96,0,11.72,8.38,0,0,0.2,0,2,641,0
25.03,1,65.58,1.01,1,0,0.015,1,1,1706,0
203.68,6,48.69,6.38,0,0,0.12,0,3,630,0
13.72,1,10.57,10.39,1,0,0.482,0,1,697,0
41.16,9,6.64,10.85,0,0,0.025,0,1,515,0
31.95,0,7.16,14.4,0,0,0.38,0,5,490,1
29.96,18,45.01,29.15,0,1,0.545,0,3,1130,1
29.54,3,12.87,21.84,1,0,0.105,1,1,1573,0
36.86,23,4.05,20.39,0,0,0.4,1,2,474,0
77.32,20,12.06,17.98,0,0,0.238,0,1,30,1
131.33,16,24.18,10.97,0,0,0.666,1,1,940,0
33.04,19,17.21,8.51,1,0,0.091,1,1,30,0
74.84,18,49.29,22.81,1,0,0.43,1,2,753,0
16.42,20,24.42,18.52,0,0,0.423,0,2,881,0
71.23,13,27.12,4.04,0,0,0.098,1,2,159,0
15.46,14,37.76,15.45,0,1,0.632,0,3,981,0
98.56,11,36.3,11.16,1,0,0.174,1,2,806,0
302.06,14,12.0,13.5,1,0,0.141,1,1,30,0
29.31,9,6.76,25.46,0,0,0.036,1,2,436,0
3.7,2,22.89,4.38,0,1,0.184,1,1,859,0
19.14,22,20.43,3.88,1,0,0.205,1,3,1341,0
113.51,16,24.56,12.11,1,0,0.277,1,2,583,0
57.57,16,26.21,4.88,0,0,0.348,1,2,698,0
42.47,6,60.15,1.4,1,0,0.307,1,0,365,0
90.8,18,15.08,2.49,1,0,0.329,1,5,981,0
53.76,12,27.03,45.71,0,0,0.082,0,1,816,0
111.91,1,6.73,10.29,0,0,0.078,1,3,1131,0
83.05,22,9.08,15.81,1,0,0.179,1,0,552,0
151.67,23,19.4,7.71,0,0,0.038,1,3,434,1
47.41,20,7.84,23.54,0,0,0.206,1,4,692,0
81.88,11,31.43,0.34,0,0,0.192,0,4,788,0
24.36,5,27.95,32.81,1,0,0.322,0,2,1028,1
18.15,0,10.71,10.1,0,0,0.339,1,1,1153,0
182.5,17,16.03,4.84,1,0,0.212,1,3,1079,1
41.11,21,45.35,29.19,1,0,0.339,0,3,676,0
74.06,2,22.68,14.96,0,0,0.235,1,2,1392,0
37.48,16,85.47,8.74,1,0,0.228,1,3,995,0
18.42,0,16.05,1.66,1,0,0.265,0,3,1654,0
33.48,18,17.68,9.05,1,0,0.053,0,3,1187,0
139.21,0,19.4,11.28,1,0,0.285,1,1,30,0
57.7,23,3.46,12.64,0,0,0.347,1,0,144,0
5.98,4,16.99,4.15,0,0,0.437,0,3,1654,0
26.7,9,16.5,4.3,1,0,0.406,1,4,1189,0
196.82,16,33.62,2.39,0,0,0.225,0,0,922,0
26.74,20,46.68,4.71,0,0,0.375,1,3,1932,0
5.47,8,14.88,17.24,1,0,0.599,1,1,30,0
219.87,23,1.66,38.6,0,0,0.285,1,0,431,0
65.52,0,21.9,7.5,1,0,0.173,1,2,1016,0
30.88,11,7.75,12.99,0,1,0.182,1,2,754,0
22.84,23,23.47,2.22,1,0,0.152,0,1,1370,0
97.74,6,22.99,2.3,0,0,0.042,0,3,1902,0
19.26,12,9.96,22.43,1,0,0.18,0,1,1304,0
104.4,10,22.04,0.21,0,0,0.353,0,2,30,0
56.95,9,4.21,15.09,0,0,0.441,1,2,1735,0
42.3,18,24.63,15.66,1,1,0.153,1,0,874,0
38.3,12,36.01,22.98,0,0,0.35,1,2,565,0
27.8,17,28.91,13.66,1,1,0.202,0,2,30,1
94.22,12,12.25,1.51,1,0,0.163,1,0,915,0
13.94,23,34.04,27.24,0,0,0.11,1,2,82,0
6.54,11,31.19,5.63,1,0,0.351,0,4,505,0
61.22,19,32.26,25.64,1,0,0.231,0,3,178,0
62.25,14,50.76,21.32,1,0,0.321,0,0,714,0
53.53,19,26.48,13.21,1,0,0.191,1,3,708,0
49.79,21,6.97,21.49,0,0,0.404,1,2,301,0
24.03,5,8.24,30.19,0,0,0.306,1,2,765,0
72.78,7,26.5,15.04,1,0,0.12,1,1,1153,0
31.64,7,16.77,19.51,1,0,0.018,1,0,823,0
20.35,11,14.2,3.57,0,0,0.216,0,3,2108,0
24.24,11,30.51,18.29,0,0,0.299,0,1,647,0
249.79,0,5.69,3.48,1,0,0.186,1,5,817,0
5.84,21,30.97,12.03,1,0,0.247,1,0,1464,0
54.59,20,15.94,4.9,0,0,0.175,1,2,433,0
6.18,14,25.16,6.25,1,0,0.128,0,0,1214,0
29.72,7,6.25,33.28,0,0,0.201,1,3,362,0
21.46,19,31.88,9.86,1,0,0.375,0,0,549,0
4.12,6,40.76,11.93,1,0,0.044,1,5,1031,0
48.86,7,136.38,18.98,1,1,0.246,0,6,498,0
22.65,23,23.88,11.17,0,0,0.27,0,1,649,0
4.06,22,39.71,18.02,1,0,0.117,1,3,30,0
76.67,14,7.82,19.48,0,0,0.308,0,4,1712,0
139.07,4,48.83,5.76,0,0,0.366,1,4,1238,0
146.95,2,4.58,2.79,1,0,0.165,0,2,1073,0
47.42,23,62.89,11.03,1,0,0.391,1,2,585,0
34.68,6,22.05,6.29,0,0,0.06,0,2,30,0
124.98,16,5.08,20.85,1,0,0.664,0,2,1083,1
178.11,8,14.55,6.5,0,0,0.019,1,1,1073,0
102.88,11,39.4,30.01,0,0,0.453,1,2,30,0
12.92,23,17.04,30.92,0,0,0.381,0,1,151,0
40.5,14,16.85,27.99,1,1,0.375,0,3,856,0
51.39,10,36.78,16.74,0,0,0.2,1,3,1040,0
5.42,9,18.24,5.08,0,0,0.593,0,3,814,0
52.95,5,46.66,7.37,0,1,0.064,1,2,30,0
321.5,13,11.91,16.49,0,0,0.054,0,1,965,0
62.8,13,3.12,8.9,1,0,0.106,0,3,815,0
144.52,2,19.13,8.39,0,0,0.142,0,1,166,0
39.76,9,21.03,29.09,1,0,0.264,1,2,892,0
30.78,15,11.5,2.1,1,0,0.386,1,0,561,0
48.49,1,24.61,17.35,0,0,0.093,0,3,30,0
14.65,23,3.79,15.61,0,0,0.081,1,0,901,0
12.63,20,25.17,11.73,0,0,0.5,1,3,1353,0
117.48,15,6.62,3.32,0,1,0.23,1,0,1475,0
130.63,0,5.06,7.5,1,0,0.13,0,2,1294,0
12.29,12,20.56,11.53,0,0,0.533,1,4,734,0
87.18,21,4.63,2.86,1,0,0.248,0,0,542,0
30.36,0,1.96,24.77,0,1,0.434,1,3,277,0
46.52,19,27.79,10.41,0,0,0.415,0,2,30,0
52.47,20,7.42,9.7,1,0,0.233,0,0,938,0
89.51,1,30.0,18.21,1,0,0.256,1,4,953,0
35.97,5,15.42,33.93,0,0,0.117,1,2,663,0
135.66,17,20.54,7.31,0,0,0.689,1,0,1488,0
45.12,21,39.86,2.5,0,0,0.325,1,3,1406,0
61.82,18,26.65,37.1,0,0,0.34,0,2,1163,0
14.39,12,30.48,12.66,1,0,0.144,0,2,521,1
286.76,14,29.66,48.29,1,0,0.273,0,2,1784,0
52.98,12,10.55,30.45,1,0,0.39,0,2,1569,0
67.56,13,25.74,4.48,0,0,0.027,0,1,195,0
6.63,18,8.39,8.62,1,0,0.106,1,4,1013,0
14.55,1,25.78,0.21,0,0,0.181,0,0,1180,0
114.19,5,14.81,5.06,0,0,0.252,0,4,352,1
44.12,1,17.47,2.02,1,0,0.424,1,1,1276,0
4.89,19,58.01,5.54,1,0,0.676,1,1,1483,0
93.53,17,28.73,1.13,1,0,0.373,1,2,527,0
19.23,1,11.3,4.03,0,0,0.244,1,0,733,0
135.82,2,3.76,5.35,1,0,0.234,0,2,1171,0
30.33,6,21.07,9.69,1,0,0.333,1,0,1726,0
40.64,5,4.35,1.58,1,0,0.318,1,1,1175,1
107.66,12,63.21,25.64,0,0,0.282,1,2,617,0
13.5,11,17.89,5.11,0,1,0.261,1,1,678,0
12.27,8,37.02,13.31,0,0,0.416,1,3,1065,0
27.21,3,5.42,4.89,1,0,0.367,0,1,936,1
75.73,15,28.18,10.25,1,0,0.168,0,2,893,0
8.75,18,42.72,9.32,1,0,0.353,0,3,253,0
6.25,15,29.93,26.57,0,0,0.244,0,3,1003,0
75.47,19,35.01,7.93,1,0,0.056,1,0,1152,0
18.12,21,26.26,8.39,1,0,0.469,0,2,600,0
22.37,20,13.68,3.07,0,0,0.195,0,1,1162,0
5.17,15,8.72,1.1,0,0,0.262,1,2,1392,0
16.79,1,10.08,12.62,1,0,0.103,1,6,1280,0
32.87,8,64.25,12.87,0,0,0.265,0,1,1578,0
83.96,10,22.84,11.56,0,1,0.261,1,2,331,0
15.31,17,45.62,21.51,1,0,0.128,0,2,1168,1
173.71,20,11.91,9.55,0,0,0.108,1,2,1717,0
16.7,15,33.5,6.49,1,1,0.178,1,1,1590,0
16.73,8,8.13,11.32,0,0,0.123,1,3,30,0
154.06,18,15.77,8.15,1,0,0.123,0,4,651,0
40.91,16,13.14,1.85,1,0,0.119,1,2,1009,0
19.07,19,59.24,23.3,1,0,0.251,1,3,30,0
28.36,14,9.51,4.93,1,1,0.177,0,2,1072,0
128.13,15,30.81,8.67,0,0,0.36,0,2,46,0
143.48,8,26.79,5.44,1,0,0.315,1,1,688,0
14.63,9,5.96,26.37,0,0,0.436,1,2,574,0
31.74,6,45.97,5.66,1,0,0.016,0,2,596,0
36.24,6,49.8,29.66,0,0,0.274,1,0,732,0
12.35,15,22.92,4.44,1,0,0.447,1,1,30,0
31.32,9,20.02,17.39,0,0,0.132,1,0,1128,0
33.29,3,3.05,8.36,1,0,0.143,0,3,1005,1
103.57,0,5.07,1.43,1,0,0.36,0,4,1101,0
110.77,20,15.41,28.89,1,1,0.282,1,0,1453,0
23.83,10,8.39,4.07,0,0,0.339,0,3,1393,0
26.74,13,37.06,6.74,1,0,0.271,1,2,892,0
64.35,21,4.86,12.37,0,0,0.242,1,1,1082,0
18.45,2,4.38,2.57,1,1,0.124,1,0,1421,0
59.66,22,28.78,4.79,0,0,0.298,1,4,363,0
30.33,16,25.4,7.73,1,0,0.389,1,0,1090,0
12.56,15,21.65,1.28,1,0,0.246,1,3,355,1
12.72,10,33.59,11.34,0,0,0.315,0,2,280,0
140.76,16,11.03,2.22,1,0,0.398,1,3,558,0
28.32,4,13.66,17.09,1,0,0.336,1,3,861,0
170.78,7,24.8,23.61,0,0,0.111,1,1,1104,0
19.81,23,22.81,18.01,0,0,0.322,0,2,438,0
44.31,6,9.08,20.03,1,0,0.791,0,0,1549,0
362.37,17,41.48,7.39,1,0,0.506,1,1,985,0
11.5,22,6.14,1.93,1,0,0.134,0,4,745,0
4.96,14,14.63,22.74,1,0,0.285,1,2,677,0
119.89,7,6.61,4.9,0,0,0.659,1,2,666,0
14.49,20,83.41,9.06,1,0,0.194,0,0,342,0
32.44,19,20.46,3.48,0,0,0.087,0,4,322,0
18.43,13,7.89,2.94,0,0,0.189,1,2,738,0
43.3,2,13.23,12.08,0,0,0.161,0,3,763,0
12.8,10,24.53,10.12,1,1,0.392,1,0,1226,0
27.66,10,36.86,1.33,1,0,0.108,0,1,1950,0
51.93,4,8.66,5.15,1,0,0.157,0,1,1075,0
12.08,9,51.61,37.74,1,0,0.221,1,0,366,0
16.44,3,19.83,15.42,1,0,0.192,0,2,682,0
23.4,16,28.99,4.59,0,0,0.104,1,2,1854,0
7.93,10,12.36,6.5,0,0,0.33,1,1,1945,0
21.7,17,25.95,9.92,1,0,0.469,1,3,951,0
37.29,10,11.56,6.53,1,0,0.366,1,3,1727,0
22.21,17,13.86,27.43,0,0,0.373,0,3,1440,0
25.24,17,37.88,14.65,0,0,0.491,1,4,1113,0
32.46,3,27.79,18.05,1,0,0.399,1,0,1034,1
17.19,10,15.09,19.61,0,0,0.213,0,2,1465,0
66.09,17,36.4,14.57,0,0,0.356,1,0,1416,0
139.21,14,23.91,16.35,1,0,0.531,1,3,293,0
20.81,5,2.44,26.52,0,0,0.27,1,1,506,0
53.8,19,17.55,17.03,0,0,0.138,0,2,967,0
26.06,4,37.28,2.66,0,0,0.028,0,1,723,0
47.73,23,62.89,34.18,0,1,0.348,1,1,294,1
158.5,16,7.15,0.89,1,0,0.41,1,2,40,0
55.07,7,35.53,14.11,1,0,0.173,1,0,641,0
5.62,4,19.72,10.85,0,0,0.192,0,2,508,0
52.14,21,5.96,5.99,1,0,0.289,1,0,1344,0
113.62,12,6.51,19.68,1,0,0.397,1,1,1411,1
26.53,19,7.43,8.32,1,0,0.364,1,4,815,0
89.63,19,4.14,14.81,0,0,0.414,1,3,1221,0
16.61,1,5.41,2.29,0,0,0.283,0,2,672,0
7.5,16,20.35,22.59,0,0,0.457,0,3,1865,0
38.14,8,2.37,21.02,0,0,0.048,1,2,1138,0
5.72,21,8.79,9.7,0,0,0.326,0,3,1360,0
26.06,5,13.99,3.65,1,0,0.183,0,0,982,0
119.92,0,8.84,23.85,1,0,0.35,1,3,1374,0
4.9,15,4.76,0.99,1,0,0.387,1,2,1534,0
9.21,13,19.21,10.17,1,0,0.581,1,2,231,0
11.8,13,8.67,7.25,1,0,0.296,1,0,1196,0
31.08,6,9.34,13.74,1,0,0.532,0,2,988,0
22.97,11,16.87,7.12,1,0,0.452,1,3,269,0
134.17,23,30.65,20.12,0,0,0.111,0,0,840,0
86.0,18,10.76,2.65,0,0,0.298,1,5,495,0
54.34,23,11.28,24.0,0,0,0.657,0,1,1346,0
38.31,7,5.72,8.57,1,1,0.086,0,2,539,0
49.07,20,36.97,5.71,1,0,0.124,1,2,1380,0
13.99,9,19.48,13.46,1,0,0.316,1,2,641,0
78.04,22,35.28,19.21,1,0,0.391,0,1,413,0
10.89,20,39.51,7.86,1,0,0.287,1,2,384,0
76.35,3,10.63,8.57,1,0,0.298,1,0,1639,0
108.43,23,33.36,4.2,1,0,0.229,1,2,1049,0
40.89,14,21.06,0.9,0,0,0.124,0,6,760,1
27.77,18,11.52,5.39,0,0,0.021,1,2,1542,0
49.42,13,9.94,9.82,1,0,0.457,1,2,1913,0
1.89,5,19.05,6.74,1,0,0.038,1,3,581,0
44.8,23,22.83,6.77,1,0,0.312,0,0,1581,1
29.57,2,1.64,2.61,0,0,0.109,1,1,796,0
31.48,19,13.05,3.18,1,0,0.329,1,0,1004,0
67.12,5,22.08,2.54,1,0,0.179,1,1,611,0
30.73,18,26.29,10.05,1,0,0.544,1,2,1096,0
10.59,10,16.77,13.93,1,0,0.484,1,2,1270,0
28.75,5,25.69,10.42,1,0,0.444,1,2,1284,0
35.43,5,9.95,14.58,0,0,0.617,1,2,487,0
37.15,7,25.19,3.12,0,0,0.31,1,1,1653,0
38.94,21,22.62,9.32,0,1,0.447,1,5,1968,0
93.63,18,39.05,5.8,1,0,0.068,0,2,1271,0
11.18,16,53.48,8.01,0,0,0.391,1,1,1474,0
39.48,15,39.75,1.46,1,0,0.27,0,2,142,0
120.29,10,15.08,2.46,1,0,0.411,1,3,511,0
5.84,21,6.07,9.77,1,1,0.156,1,1,1684,0
39.63,6,8.78,4.17,1,0,0.107,1,1,1536,0
18.44,22,52.47,4.47,0,0,0.434,0,0,1036,0
22.86,9,19.85,7.39,0,0,0.318,0,2,721,0
13.4,8,23.32,14.15,1,0,0.179,1,2,965,0
27.95,11,35.25,18.85,0,1,0.076,1,0,1180,0
208.77,17,18.9,1.02,1,1,0.362,0,1,1456,0
9.35,17,44.13,5.52,0,0,0.232,0,0,821,0
10.28,18,5.33,10.93,1,0,0.085,1,3,146,0
9.01,2,27.23,13.61,1,0,0.283,1,0,1068,0
186.31,3,64.11,17.53,0,0,0.067,1,2,217,0
20.86,20,46.68,12.46,1,0,0.593,0,0,1726,0
32.28,23,48.62,4.65,1,0,0.489,1,1,1273,0
22.14,3,4.77,10.72,0,0,0.189,0,1,1610,0
12.88,21,22.33,9.57,1,0,0.521,0,4,1368,0
26.18,6,17.05,2.3,1,0,0.277,0,0,1241,0
386.93,23,8.73,4.1,1,0,0.322,1,6,408,0
133.23,23,22.61,11.8,0,0,0.626,1,2,675,1
14.11,15,6.13,17.57,1,0,0.226,0,2,531,0
63.28,4,25.64,5.2,0,1,0.33,0,1,698,0
14.42,18,8.12,37.74,1,0,0.238,1,3,912,0
5.6,2,24.67,0.14,1,0,0.768,1,1,541,0
91.79,8,9.13,8.82,1,0,0.088,1,0,306,0
105.65,15,14.36,9.76,1,0,0.301,1,1,30,0
94.26,1,13.23,20.38,1,0,0.282,1,3,368,0
20.7,9,16.77,4.5,1,0,0.162,1,1,1159,0
28.03,19,18.19,5.36,0,0,0.578,0,4,933,0
70.09,2,13.28,5.46,0,0,0.172,0,1,1188,0
48.98,8,7.31,19.57,0,0,0.054,1,2,750,0
22.34,0,40.95,22.49,0,0,0.164,1,4,725,0
6.56,15,18.83,6.35,1,0,0.651,1,2,1123,1
37.11,1,23.01,3.48,1,0,0.225,1,1,1028,0
97.42,6,13.28,3.6,1,0,0.586,0,2,1044,1
10.0,12,85.14,1.85,1,1,0.204,1,0,863,1
62.72,5,20.15,24.41,0,1,0.398,1,0,1109,1
46.13,5,42.46,8.98,1,0,0.042,1,0,201,0
70.12,20,14.56,18.77,0,0,0.097,0,1,1062,0
79.2,18,28.07,7.04,1,0,0.235,0,2,631,0
16.54,1,16.21,42.07,1,1,0.475,1,2,967,0
6.57,20,37.67,16.38,0,0,0.523,1,2,537,0
19.42,11,12.09,11.95,1,0,0.155,0,0,124,0
80.57,3,6.48,14.1,0,0,0.122,1,1,390,0
19.26,21,22.95,3.24,1,1,0.271,0,3,1234,0
16.54,8,39.51,5.57,1,1,0.152,1,2,721,0
5.36,7,16.61,18.56,1,0,0.658,1,1,907,0
191.07,3,11.81,9.24,1,0,0.611,1,5,1012,0
75.62,21,5.33,14.84,0,0,0.401,0,2,346,0
71.51,6,39.91,6.82,1,0,0.331,1,4,30,0
87.16,14,8.44,8.08,1,0,0.259,1,1,887,0
58.95,5,13.13,22.97,1,0,0.058,1,1,676,0
25.94,21,12.88,10.65,1,0,0.078,1,2,1180,0
28.11,18,17.72,11.07,0,0,0.136,0,5,727,0
21.59,12,27.89,8.5,1,0,0.368,0,3,30,0
461.62,8,68.67,6.12,0,0,0.06,1,0,1283,0
57.74,15,23.72,7.23,1,0,0.245,1,2,1222,0
20.83,11,5.36,9.3,0,0,0.37,0,2,520,0
52.75,22,17.0,23.92,1,0,0.237,1,3,843,0
12.05,16,24.0,9.38,0,0,0.367,1,2,559,0
149.08,0,44.63,20.5,1,1,0.464,1,1,847,0
17.1,19,41.02,3.62,0,0,0.605,1,5,1176,0
54.66,4,16.46,13.37,1,0,0.306,1,1,875,0
96.16,7,19.72,0.83,1,0,0.294,1,2,1125,0
48.66,10,22.0,4.3,1,1,0.251,1,3,243,0
36.4,5,19.78,4.51,0,0,0.035,1,1,208,0
33.48,22,16.98,5.67,1,0,0.185,1,3,1360,0
